campaign_id,date,total_kpi_today,starts,ends,flight_id,kpiVolume,kpi_cumsum,kpi_open_today,kpi_needed_today
210,2023-09-14,7,2023-09-01,2023-09-30,837,268.0,134,134.0,9
210,2023-09-15,8,2023-09-01,2023-09-30,837,268.0,142,126.0,9
210,2023-09-16,4,2023-09-01,2023-09-30,837,268.0,146,122.0,9
210,2023-09-17,6,2023-09-01,2023-09-30,837,268.0,152,116.0,9
210,2023-09-18,8,2023-09-01,2023-09-30,837,268.0,160,108.0,9
210,2023-09-19,6,2023-09-01,2023-09-30,837,268.0,166,102.0,10
210,2023-09-20,7,2023-09-01,2023-09-30,837,268.0,173,95.0,10
210,2023-09-21,8,2023-09-01,2023-09-30,837,268.0,181,87.0,10
210,2023-09-22,6,2023-09-01,2023-09-30,837,268.0,187,81.0,11
210,2023-09-23,3,2023-09-01,2023-09-30,837,268.0,190,78.0,12
210,2023-09-24,4,2023-09-01,2023-09-30,837,268.0,194,74.0,13
210,2023-09-25,10,2023-09-01,2023-09-30,837,268.0,204,64.0,13
210,2023-09-25,10,2023-09-01,2023-09-30,837,268.0,214,54.0,11
210,2023-09-26,6,2023-09-01,2023-09-30,837,268.0,220,48.0,12
210,2023-09-27,7,2023-09-01,2023-09-30,837,268.0,227,41.0,14
210,2023-09-28,13,2023-09-01,2023-09-30,837,268.0,240,28.0,14
218,2023-09-01,156,2023-09-01,2023-09-30,507,7500.0,156,7344.0,254
218,2023-09-02,132,2023-09-01,2023-09-30,507,7500.0,288,7212.0,258
218,2023-09-03,138,2023-09-01,2023-09-30,507,7500.0,426,7074.0,262
218,2023-09-04,86,2023-09-01,2023-09-30,507,7500.0,512,6988.0,269
218,2023-09-05,103,2023-09-01,2023-09-30,507,7500.0,615,6885.0,276
218,2023-09-06,109,2023-09-01,2023-09-30,507,7500.0,724,6776.0,283
218,2023-09-07,69,2023-09-01,2023-09-30,507,7500.0,793,6707.0,292
218,2023-09-08,62,2023-09-01,2023-09-30,507,7500.0,855,6645.0,303
218,2023-09-09,84,2023-09-01,2023-09-30,507,7500.0,939,6561.0,313
218,2023-09-10,86,2023-09-01,2023-09-30,507,7500.0,1025,6475.0,324
218,2023-09-11,41,2023-09-01,2023-09-30,507,7500.0,1066,6434.0,339
218,2023-09-12,102,2023-09-01,2023-09-30,507,7500.0,1168,6332.0,352
218,2023-09-14,217,2023-09-01,2023-09-30,507,7500.0,1385,6115.0,383
218,2023-09-15,214,2023-09-01,2023-09-30,507,7500.0,1599,5901.0,394
218,2023-09-16,182,2023-09-01,2023-09-30,507,7500.0,1781,5719.0,409
218,2023-09-17,244,2023-09-01,2023-09-30,507,7500.0,2025,5475.0,422
218,2023-09-18,442,2023-09-01,2023-09-30,507,7500.0,2467,5033.0,420
218,2023-09-19,417,2023-09-01,2023-09-30,507,7500.0,2884,4616.0,420
218,2023-09-20,481,2023-09-01,2023-09-30,507,7500.0,3365,4135.0,414
218,2023-09-21,668,2023-09-01,2023-09-30,507,7500.0,4033,3467.0,386
218,2023-09-22,703,2023-09-01,2023-09-30,507,7500.0,4736,2764.0,346
218,2023-09-23,714,2023-09-01,2023-09-30,507,7500.0,5450,2050.0,293
218,2023-09-24,684,2023-09-01,2023-09-30,507,7500.0,6134,1366.0,228
218,2023-09-25,716,2023-09-01,2023-09-30,507,7500.0,6850,650.0,130
218,2023-09-25,716,2023-09-01,2023-09-30,507,7500.0,7566,-66.0,-13
218,2023-09-26,695,2023-09-01,2023-09-30,507,7500.0,8261,-761.0,-190
218,2023-09-27,736,2023-09-01,2023-09-30,507,7500.0,8997,-1497.0,-499
218,2023-09-28,655,2023-09-01,2023-09-30,507,7500.0,9652,-2152.0,-1076
218,2023-10-01,300,2023-10-01,2023-10-31,508,7500.0,300,7200.0,240
218,2023-10-03,334,2023-10-01,2023-10-31,508,7500.0,634,6866.0,246
218,2023-10-04,215,2023-10-01,2023-10-31,508,7500.0,849,6651.0,247
218,2023-10-05,257,2023-10-01,2023-10-31,508,7500.0,1106,6394.0,246
218,2023-10-06,215,2023-10-01,2023-10-31,508,7500.0,1321,6179.0,248
218,2023-10-07,261,2023-10-01,2023-10-31,508,7500.0,1582,5918.0,247
218,2023-10-08,251,2023-10-01,2023-10-31,508,7500.0,1833,5667.0,247
218,2023-10-10,235,2023-10-01,2023-10-31,508,7500.0,2068,5432.0,259
218,2023-10-11,212,2023-10-01,2023-10-31,508,7500.0,2280,5220.0,261
218,2023-10-12,224,2023-10-01,2023-10-31,508,7500.0,2504,4996.0,263
219,2023-09-01,60,2023-09-01,2023-09-30,801,2521.0,60,2461.0,85
219,2023-09-02,60,2023-09-01,2023-09-30,801,2521.0,120,2401.0,86
219,2023-09-03,78,2023-09-01,2023-09-30,801,2521.0,198,2323.0,87
219,2023-09-04,71,2023-09-01,2023-09-30,801,2521.0,269,2252.0,87
219,2023-09-05,80,2023-09-01,2023-09-30,801,2521.0,349,2172.0,87
219,2023-09-06,80,2023-09-01,2023-09-30,801,2521.0,429,2092.0,88
219,2023-09-07,78,2023-09-01,2023-09-30,801,2521.0,507,2014.0,88
219,2023-09-08,73,2023-09-01,2023-09-30,801,2521.0,580,1941.0,89
219,2023-09-09,71,2023-09-01,2023-09-30,801,2521.0,651,1870.0,90
219,2023-09-10,85,2023-09-01,2023-09-30,801,2521.0,736,1785.0,90
219,2023-09-11,75,2023-09-01,2023-09-30,801,2521.0,811,1710.0,90
219,2023-09-12,95,2023-09-01,2023-09-30,801,2521.0,906,1615.0,90
219,2023-09-14,91,2023-09-01,2023-09-30,801,2521.0,997,1524.0,96
219,2023-09-15,89,2023-09-01,2023-09-30,801,2521.0,1086,1435.0,96
219,2023-09-16,73,2023-09-01,2023-09-30,801,2521.0,1159,1362.0,98
219,2023-09-17,92,2023-09-01,2023-09-30,801,2521.0,1251,1270.0,98
219,2023-09-18,90,2023-09-01,2023-09-30,801,2521.0,1341,1180.0,99
219,2023-09-19,83,2023-09-01,2023-09-30,801,2521.0,1424,1097.0,100
219,2023-09-20,94,2023-09-01,2023-09-30,801,2521.0,1518,1003.0,101
219,2023-09-21,75,2023-09-01,2023-09-30,801,2521.0,1593,928.0,104
219,2023-09-22,76,2023-09-01,2023-09-30,801,2521.0,1669,852.0,107
219,2023-09-23,80,2023-09-01,2023-09-30,801,2521.0,1749,772.0,111
219,2023-09-24,105,2023-09-01,2023-09-30,801,2521.0,1854,667.0,112
219,2023-09-25,75,2023-09-01,2023-09-30,801,2521.0,1929,592.0,119
219,2023-09-25,75,2023-09-01,2023-09-30,801,2521.0,2004,517.0,104
219,2023-09-26,79,2023-09-01,2023-09-30,801,2521.0,2083,438.0,110
219,2023-09-27,80,2023-09-01,2023-09-30,801,2521.0,2163,358.0,120
219,2023-09-28,93,2023-09-01,2023-09-30,801,2521.0,2256,265.0,133
219,2023-09-30,97,2023-09-01,2023-09-30,801,2521.0,2353,168.0,168
219,2023-10-01,120,2023-10-01,2023-10-31,802,2521.0,120,2401.0,81
219,2023-10-02,104,2023-10-01,2023-10-31,802,2521.0,224,2297.0,80
219,2023-10-03,121,2023-10-01,2023-10-31,802,2521.0,345,2176.0,78
219,2023-10-04,86,2023-10-01,2023-10-31,802,2521.0,431,2090.0,78
219,2023-10-05,105,2023-10-01,2023-10-31,802,2521.0,536,1985.0,77
219,2023-10-06,66,2023-10-01,2023-10-31,802,2521.0,602,1919.0,77
219,2023-10-07,78,2023-10-01,2023-10-31,802,2521.0,680,1841.0,77
219,2023-10-08,97,2023-10-01,2023-10-31,802,2521.0,777,1744.0,76
219,2023-10-09,92,2023-10-01,2023-10-31,802,2521.0,869,1652.0,76
219,2023-10-10,71,2023-10-01,2023-10-31,802,2521.0,940,1581.0,76
219,2023-10-11,91,2023-10-01,2023-10-31,802,2521.0,1031,1490.0,75
219,2023-10-12,91,2023-10-01,2023-10-31,802,2521.0,1122,1399.0,74
226,2023-09-01,0,2023-09-01,2023-09-30,800,2717.0,0,2717.0,94
226,2023-09-02,0,2023-09-01,2023-09-30,800,2717.0,0,2717.0,98
226,2023-09-03,0,2023-09-01,2023-09-30,800,2717.0,0,2717.0,101
226,2023-09-04,87,2023-09-01,2023-09-30,800,2717.0,87,2630.0,102
226,2023-09-05,83,2023-09-01,2023-09-30,800,2717.0,170,2547.0,102
226,2023-09-06,105,2023-09-01,2023-09-30,800,2717.0,275,2442.0,102
226,2023-09-07,106,2023-09-01,2023-09-30,800,2717.0,381,2336.0,102
226,2023-09-08,106,2023-09-01,2023-09-30,800,2717.0,487,2230.0,102
226,2023-09-09,106,2023-09-01,2023-09-30,800,2717.0,593,2124.0,102
226,2023-09-10,101,2023-09-01,2023-09-30,800,2717.0,694,2023.0,102
226,2023-09-11,109,2023-09-01,2023-09-30,800,2717.0,803,1914.0,101
226,2023-09-12,106,2023-09-01,2023-09-30,800,2717.0,909,1808.0,101
226,2023-09-14,92,2023-09-01,2023-09-30,800,2717.0,1001,1716.0,108
226,2023-09-15,96,2023-09-01,2023-09-30,800,2717.0,1097,1620.0,108
226,2023-09-16,93,2023-09-01,2023-09-30,800,2717.0,1190,1527.0,110
226,2023-09-17,97,2023-09-01,2023-09-30,800,2717.0,1287,1430.0,110
226,2023-09-18,104,2023-09-01,2023-09-30,800,2717.0,1391,1326.0,111
226,2023-09-19,112,2023-09-01,2023-09-30,800,2717.0,1503,1214.0,111
226,2023-09-20,113,2023-09-01,2023-09-30,800,2717.0,1616,1101.0,111
226,2023-09-21,38,2023-09-01,2023-09-30,800,2717.0,1654,1063.0,119
226,2023-09-22,59,2023-09-01,2023-09-30,800,2717.0,1713,1004.0,126
226,2023-09-23,62,2023-09-01,2023-09-30,800,2717.0,1775,942.0,135
226,2023-09-24,58,2023-09-01,2023-09-30,800,2717.0,1833,884.0,148
226,2023-09-25,150,2023-09-01,2023-09-30,800,2717.0,1983,734.0,147
226,2023-09-25,150,2023-09-01,2023-09-30,800,2717.0,2133,584.0,117
226,2023-09-26,83,2023-09-01,2023-09-30,800,2717.0,2216,501.0,126
226,2023-09-27,141,2023-09-01,2023-09-30,800,2717.0,2357,360.0,120
226,2023-09-28,114,2023-09-01,2023-09-30,800,2717.0,2471,246.0,123
226,2023-09-30,81,2023-09-01,2023-09-30,800,2717.0,2552,165.0,165
226,2023-10-01,92,2023-10-01,2023-10-31,888,2717.0,92,2625.0,88
226,2023-10-02,77,2023-10-01,2023-10-31,888,2717.0,169,2548.0,88
226,2023-10-03,83,2023-10-01,2023-10-31,888,2717.0,252,2465.0,89
226,2023-10-04,93,2023-10-01,2023-10-31,888,2717.0,345,2372.0,88
226,2023-10-05,94,2023-10-01,2023-10-31,888,2717.0,439,2278.0,88
226,2023-10-06,92,2023-10-01,2023-10-31,888,2717.0,531,2186.0,88
226,2023-10-07,93,2023-10-01,2023-10-31,888,2717.0,624,2093.0,88
226,2023-10-08,96,2023-10-01,2023-10-31,888,2717.0,720,1997.0,87
226,2023-10-09,91,2023-10-01,2023-10-31,888,2717.0,811,1906.0,87
226,2023-10-10,92,2023-10-01,2023-10-31,888,2717.0,903,1814.0,87
226,2023-10-11,93,2023-10-01,2023-10-31,888,2717.0,996,1721.0,87
226,2023-10-12,537,2023-10-01,2023-10-31,888,2717.0,1533,1184.0,63
256,2023-10-04,0,2023-10-01,2023-10-31,922,30.0,0,30.0,2
256,2023-10-05,2,2023-10-01,2023-10-31,922,30.0,2,28.0,2
256,2023-10-06,0,2023-10-01,2023-10-31,922,30.0,2,28.0,2
256,2023-10-07,1,2023-10-01,2023-10-31,922,30.0,3,27.0,2
256,2023-10-08,1,2023-10-01,2023-10-31,922,30.0,4,26.0,2
256,2023-10-09,1,2023-10-01,2023-10-31,922,30.0,5,25.0,2
256,2023-10-10,0,2023-10-01,2023-10-31,922,30.0,5,25.0,2
256,2023-10-11,1,2023-10-01,2023-10-31,922,30.0,6,24.0,2
256,2023-10-12,0,2023-10-01,2023-10-31,922,30.0,6,24.0,2
260,2023-09-01,652,2023-09-01,2023-09-30,674,32841.0,652,32189.0,1110
260,2023-09-02,708,2023-09-01,2023-09-30,674,32841.0,1360,31481.0,1125
260,2023-09-03,791,2023-09-01,2023-09-30,674,32841.0,2151,30690.0,1137
260,2023-09-04,532,2023-09-01,2023-09-30,674,32841.0,2683,30158.0,1160
260,2023-09-05,496,2023-09-01,2023-09-30,674,32841.0,3179,29662.0,1187
265,2023-09-01,167,2023-09-01,2023-09-30,710,5495.0,167,5328.0,184
265,2023-09-02,133,2023-09-01,2023-09-30,710,5495.0,300,5195.0,186
265,2023-09-03,154,2023-09-01,2023-09-30,710,5495.0,454,5041.0,187
265,2023-09-04,198,2023-09-01,2023-09-30,710,5495.0,652,4843.0,187
265,2023-09-05,190,2023-09-01,2023-09-30,710,5495.0,842,4653.0,187
265,2023-09-06,219,2023-09-01,2023-09-30,710,5495.0,1061,4434.0,185
265,2023-09-07,181,2023-09-01,2023-09-30,710,5495.0,1242,4253.0,185
265,2023-09-08,165,2023-09-01,2023-09-30,710,5495.0,1407,4088.0,186
265,2023-09-09,211,2023-09-01,2023-09-30,710,5495.0,1618,3877.0,185
265,2023-09-10,198,2023-09-01,2023-09-30,710,5495.0,1816,3679.0,184
265,2023-09-11,218,2023-09-01,2023-09-30,710,5495.0,2034,3461.0,183
265,2023-09-12,229,2023-09-01,2023-09-30,710,5495.0,2263,3232.0,180
265,2023-09-14,148,2023-09-01,2023-09-30,710,5495.0,2411,3084.0,193
265,2023-09-15,172,2023-09-01,2023-09-30,710,5495.0,2583,2912.0,195
265,2023-09-16,182,2023-09-01,2023-09-30,710,5495.0,2765,2730.0,195
265,2023-09-17,215,2023-09-01,2023-09-30,710,5495.0,2980,2515.0,194
265,2023-09-18,228,2023-09-01,2023-09-30,710,5495.0,3208,2287.0,191
265,2023-09-19,199,2023-09-01,2023-09-30,710,5495.0,3407,2088.0,190
265,2023-09-20,190,2023-09-01,2023-09-30,710,5495.0,3597,1898.0,190
265,2023-09-21,162,2023-09-01,2023-09-30,710,5495.0,3759,1736.0,193
265,2023-09-22,138,2023-09-01,2023-09-30,710,5495.0,3897,1598.0,200
265,2023-09-23,200,2023-09-01,2023-09-30,710,5495.0,4097,1398.0,200
265,2023-09-24,196,2023-09-01,2023-09-30,710,5495.0,4293,1202.0,201
265,2023-09-25,143,2023-09-01,2023-09-30,710,5495.0,4436,1059.0,212
265,2023-09-25,143,2023-09-01,2023-09-30,710,5495.0,4579,916.0,184
265,2023-09-26,130,2023-09-01,2023-09-30,710,5495.0,4709,786.0,197
265,2023-09-27,169,2023-09-01,2023-09-30,710,5495.0,4878,617.0,206
265,2023-09-28,164,2023-09-01,2023-09-30,710,5495.0,5042,453.0,227
265,2023-10-02,16,2023-10-02,2023-10-31,902,5495.0,16,5479.0,189
273,2023-09-01,42,2023-09-01,2023-09-30,825,1575.0,42,1533.0,53
273,2023-09-02,41,2023-09-01,2023-09-30,825,1575.0,83,1492.0,54
273,2023-09-03,41,2023-09-01,2023-09-30,825,1575.0,124,1451.0,54
273,2023-09-04,38,2023-09-01,2023-09-30,825,1575.0,162,1413.0,55
273,2023-09-05,11,2023-09-01,2023-09-30,825,1575.0,173,1402.0,57
273,2023-09-06,7,2023-09-01,2023-09-30,825,1575.0,180,1395.0,59
273,2023-09-07,6,2023-09-01,2023-09-30,825,1575.0,186,1389.0,61
273,2023-09-08,10,2023-09-01,2023-09-30,825,1575.0,196,1379.0,63
273,2023-09-09,11,2023-09-01,2023-09-30,825,1575.0,207,1368.0,66
273,2023-09-10,6,2023-09-01,2023-09-30,825,1575.0,213,1362.0,69
273,2023-09-11,13,2023-09-01,2023-09-30,825,1575.0,226,1349.0,71
273,2023-09-12,43,2023-09-01,2023-09-30,825,1575.0,269,1306.0,73
273,2023-09-14,43,2023-09-01,2023-09-30,825,1575.0,312,1263.0,79
273,2023-09-15,50,2023-09-01,2023-09-30,825,1575.0,362,1213.0,81
273,2023-09-16,55,2023-09-01,2023-09-30,825,1575.0,417,1158.0,83
273,2023-09-17,80,2023-09-01,2023-09-30,825,1575.0,497,1078.0,83
273,2023-09-18,83,2023-09-01,2023-09-30,825,1575.0,580,995.0,83
273,2023-09-19,63,2023-09-01,2023-09-30,825,1575.0,643,932.0,85
273,2023-09-20,66,2023-09-01,2023-09-30,825,1575.0,709,866.0,87
273,2023-09-21,75,2023-09-01,2023-09-30,825,1575.0,784,791.0,88
273,2023-09-22,56,2023-09-01,2023-09-30,825,1575.0,840,735.0,92
273,2023-09-23,93,2023-09-01,2023-09-30,825,1575.0,933,642.0,92
273,2023-09-24,76,2023-09-01,2023-09-30,825,1575.0,1009,566.0,95
273,2023-09-25,68,2023-09-01,2023-09-30,825,1575.0,1077,498.0,100
273,2023-09-25,68,2023-09-01,2023-09-30,825,1575.0,1145,430.0,86
273,2023-09-26,52,2023-09-01,2023-09-30,825,1575.0,1197,378.0,95
273,2023-09-27,58,2023-09-01,2023-09-30,825,1575.0,1255,320.0,107
273,2023-09-28,63,2023-09-01,2023-09-30,825,1575.0,1318,257.0,129
273,2023-10-04,73,2023-10-01,2023-10-31,917,2044.0,73,1971.0,73
273,2023-10-05,76,2023-10-01,2023-10-31,917,2044.0,149,1895.0,73
273,2023-10-06,56,2023-10-01,2023-10-31,917,2044.0,205,1839.0,74
273,2023-10-07,66,2023-10-01,2023-10-31,917,2044.0,271,1773.0,74
273,2023-10-08,81,2023-10-01,2023-10-31,917,2044.0,352,1692.0,74
273,2023-10-09,63,2023-10-01,2023-10-31,917,2044.0,415,1629.0,75
273,2023-10-10,59,2023-10-01,2023-10-31,917,2044.0,474,1570.0,75
273,2023-10-11,69,2023-10-01,2023-10-31,917,2044.0,543,1501.0,76
273,2023-10-12,48,2023-10-01,2023-10-31,917,2044.0,591,1453.0,77
274,2023-09-01,21,2023-09-01,2023-09-30,826,394.0,21,373.0,13
274,2023-09-02,13,2023-09-01,2023-09-30,826,394.0,34,360.0,13
274,2023-09-03,13,2023-09-01,2023-09-30,826,394.0,47,347.0,13
274,2023-09-04,19,2023-09-01,2023-09-30,826,394.0,66,328.0,13
274,2023-09-05,14,2023-09-01,2023-09-30,826,394.0,80,314.0,13
274,2023-09-06,17,2023-09-01,2023-09-30,826,394.0,97,297.0,13
274,2023-09-07,11,2023-09-01,2023-09-30,826,394.0,108,286.0,13
274,2023-09-08,14,2023-09-01,2023-09-30,826,394.0,122,272.0,13
274,2023-09-09,18,2023-09-01,2023-09-30,826,394.0,140,254.0,13
274,2023-09-10,14,2023-09-01,2023-09-30,826,394.0,154,240.0,12
274,2023-09-11,13,2023-09-01,2023-09-30,826,394.0,167,227.0,12
274,2023-09-12,13,2023-09-01,2023-09-30,826,394.0,180,214.0,12
274,2023-09-14,12,2023-09-01,2023-09-30,826,394.0,192,202.0,13
274,2023-09-15,9,2023-09-01,2023-09-30,826,394.0,201,193.0,13
274,2023-09-16,4,2023-09-01,2023-09-30,826,394.0,205,189.0,14
274,2023-09-17,22,2023-09-01,2023-09-30,826,394.0,227,167.0,13
274,2023-09-18,14,2023-09-01,2023-09-30,826,394.0,241,153.0,13
274,2023-09-19,11,2023-09-01,2023-09-30,826,394.0,252,142.0,13
274,2023-09-20,7,2023-09-01,2023-09-30,826,394.0,259,135.0,14
274,2023-09-21,13,2023-09-01,2023-09-30,826,394.0,272,122.0,14
274,2023-09-22,7,2023-09-01,2023-09-30,826,394.0,279,115.0,15
274,2023-09-23,15,2023-09-01,2023-09-30,826,394.0,294,100.0,15
274,2023-09-24,12,2023-09-01,2023-09-30,826,394.0,306,88.0,15
274,2023-09-25,15,2023-09-01,2023-09-30,826,394.0,321,73.0,15
274,2023-09-25,15,2023-09-01,2023-09-30,826,394.0,336,58.0,12
274,2023-09-26,8,2023-09-01,2023-09-30,826,394.0,344,50.0,13
274,2023-09-27,4,2023-09-01,2023-09-30,826,394.0,348,46.0,16
274,2023-09-28,14,2023-09-01,2023-09-30,826,394.0,362,32.0,16
274,2023-10-04,14,2023-10-01,2023-10-31,918,409.0,14,395.0,15
274,2023-10-05,20,2023-10-01,2023-10-31,918,409.0,34,375.0,15
274,2023-10-06,13,2023-10-01,2023-10-31,918,409.0,47,362.0,15
274,2023-10-07,13,2023-10-01,2023-10-31,918,409.0,60,349.0,15
274,2023-10-08,13,2023-10-01,2023-10-31,918,409.0,73,336.0,15
274,2023-10-09,19,2023-10-01,2023-10-31,918,409.0,92,317.0,15
274,2023-10-10,8,2023-10-01,2023-10-31,918,409.0,100,309.0,15
274,2023-10-11,13,2023-10-01,2023-10-31,918,409.0,113,296.0,15
274,2023-10-12,6,2023-10-01,2023-10-31,918,409.0,119,290.0,16
275,2023-09-01,15,2023-09-01,2023-09-30,820,1208.0,15,1193.0,42
275,2023-09-02,16,2023-09-01,2023-09-30,820,1208.0,31,1177.0,43
275,2023-09-03,29,2023-09-01,2023-09-30,820,1208.0,60,1148.0,43
275,2023-09-04,25,2023-09-01,2023-09-30,820,1208.0,85,1123.0,44
275,2023-09-05,23,2023-09-01,2023-09-30,820,1208.0,108,1100.0,44
275,2023-09-06,43,2023-09-01,2023-09-30,820,1208.0,151,1057.0,45
275,2023-09-07,39,2023-09-01,2023-09-30,820,1208.0,190,1018.0,45
275,2023-09-08,45,2023-09-01,2023-09-30,820,1208.0,235,973.0,45
275,2023-09-09,43,2023-09-01,2023-09-30,820,1208.0,278,930.0,45
275,2023-09-10,52,2023-09-01,2023-09-30,820,1208.0,330,878.0,44
275,2023-09-11,32,2023-09-01,2023-09-30,820,1208.0,362,846.0,45
275,2023-09-12,30,2023-09-01,2023-09-30,820,1208.0,392,816.0,46
275,2023-09-14,37,2023-09-01,2023-09-30,820,1208.0,429,779.0,49
275,2023-09-15,37,2023-09-01,2023-09-30,820,1208.0,466,742.0,50
275,2023-09-16,45,2023-09-01,2023-09-30,820,1208.0,511,697.0,50
275,2023-09-17,62,2023-09-01,2023-09-30,820,1208.0,573,635.0,49
275,2023-09-18,52,2023-09-01,2023-09-30,820,1208.0,625,583.0,49
275,2023-09-19,39,2023-09-01,2023-09-30,820,1208.0,664,544.0,50
275,2023-09-20,57,2023-09-01,2023-09-30,820,1208.0,721,487.0,49
275,2023-09-21,59,2023-09-01,2023-09-30,820,1208.0,780,428.0,48
275,2023-09-22,54,2023-09-01,2023-09-30,820,1208.0,834,374.0,47
275,2023-09-23,73,2023-09-01,2023-09-30,820,1208.0,907,301.0,43
275,2023-09-24,78,2023-09-01,2023-09-30,820,1208.0,985,223.0,38
275,2023-09-25,66,2023-09-01,2023-09-30,820,1208.0,1051,157.0,32
275,2023-09-25,66,2023-09-01,2023-09-30,820,1208.0,1117,91.0,19
275,2023-09-26,84,2023-09-01,2023-09-30,820,1458.0,1201,257.0,65
275,2023-09-27,74,2023-09-01,2023-09-30,820,1458.0,1275,183.0,61
275,2023-09-28,98,2023-09-01,2023-09-30,820,1458.0,1373,85.0,43
275,2023-10-04,83,2023-10-01,2023-10-31,914,1468.0,83,1385.0,52
275,2023-10-05,60,2023-10-01,2023-10-31,914,1468.0,143,1325.0,51
275,2023-10-06,66,2023-10-01,2023-10-31,914,1468.0,209,1259.0,51
275,2023-10-07,78,2023-10-01,2023-10-31,914,1468.0,287,1181.0,50
275,2023-10-08,91,2023-10-01,2023-10-31,914,1468.0,378,1090.0,48
275,2023-10-09,70,2023-10-01,2023-10-31,914,1468.0,448,1020.0,47
275,2023-10-10,59,2023-10-01,2023-10-31,914,1468.0,507,961.0,46
275,2023-10-11,46,2023-10-01,2023-10-31,914,1468.0,553,915.0,46
275,2023-10-12,40,2023-10-01,2023-10-31,914,1468.0,593,875.0,47
281,2023-09-01,41,2023-09-01,2023-09-30,812,3186.0,41,3145.0,109
281,2023-09-02,42,2023-09-01,2023-09-30,812,3186.0,83,3103.0,111
281,2023-09-03,51,2023-09-01,2023-09-30,812,3186.0,134,3052.0,114
281,2023-09-04,47,2023-09-01,2023-09-30,812,3186.0,181,3005.0,116
281,2023-09-05,83,2023-09-01,2023-09-30,812,3186.0,264,2922.0,117
281,2023-09-06,80,2023-09-01,2023-09-30,812,3186.0,344,2842.0,119
281,2023-09-07,103,2023-09-01,2023-09-30,812,3186.0,447,2739.0,120
